0, 15779
1, 3580
2, 12850
3, 350
4, 13176
5, 1018
6, 7483
7, 1324
8, 9746
9, 230
10, 1200
11, 12
12, 932
13, 12
14, 490
15, 4
16, 5200
17, 6
18, 0
19, 12
20, 700
21, 0
22, 46
23, 4
24, 788
25, 0
26, 316
27, 464
28, 2752
29, 92
30, 0
31, 512
32, 4396
33, 0
34, 4
35, 24
36, 24
37, 52
38, 0
39, 0
40, 240
41, 0
42, 4
43, 24
44, 52
45, 4
46, 4
47, 162
48, 154
49, 0
50, 4
51, 0
52, 88
53, 0
54, 308
55, 222
56, 1159
57, 24
58, 40
59, 4
60, 92
61, 0
62, 768
63, 304
64, 3730
65, 0
66, 0
67, 0
68, 30
69, 0
70, 4
71, 4
72, 20
73, 0
74, 28
75, 14
76, 8
77, 0
78, 0
79, 6
80, 126
81, 2
82, 0
83, 0
84, 20
85, 0
86, 40
87, 20
88, 78
89, 0
90, 32
91, 44
92, 4
93, 2
94, 116
95, 48
96, 0
97, 0
98, 0
99, 0
100, 0
101, 0
102, 0
103, 4
104, 0
105, 0
106, 0
107, 8
108, 8
109, 8
110, 12
111, 12
112, 0
113, 0
114, 40
115, 0
116, 0
117, 4
118, 0
119, 0
120, 16
121, 0
122, 0
123, 0
124, 400
125, 0
126, 312
127, 464
128, 2576
129, 0
130, 0
131, 0
132, 0
133, 0
134, 4
135, 0
136, 0
137, 0
138, 0
139, 0
140, 4
141, 0
142, 4
143, 0
144, 0
145, 0
146, 0
147, 0
148, 16
149, 0
150, 0
151, 0
152, 0
153, 0
154, 0
155, 0
156, 0
157, 0
158, 4
159, 0
160, 92
161, 0
162, 0
163, 0
164, 0
165, 0
166, 0
167, 0
168, 28
169, 0
170, 4
171, 4
172, 20
173, 0
174, 12
175, 8
176, 8
177, 0
178, 0
179, 0
180, 0
181, 2
182, 0
183, 0
184, 0
185, 0
186, 0
187, 0
188, 40
189, 0
190, 28
191, 44
192, 4
193, 0
194, 0
195, 0
196, 0
197, 0
198, 0
199, 0
200, 0
201, 30
202, 0
203, 0
204, 0
205, 0
206, 0
207, 0
208, 2
209, 0
210, 0
211, 0
212, 0
213, 0
214, 0
215, 0
216, 8
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 4
224, 0
225, 0
226, 0
227, 0
228, 20
229, 0
230, 0
231, 4
232, 0
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 16
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 62
248, 80
249, 0
250, 0
251, 0
252, 88
253, 0
254, 308
255, 198
256, 1135
